anio,conglome,vivienda,hogar,codperso,p207,p207_label,p208a,p301a,p301a_label,p301a1,p301a1_label,p505r4,p505r4_label,txt505,txt505b,p506r4,p506r4_label,txt506,p507,p507_label,p510,p510_label,txt505_clean,txt505b_clean,txt506_clean,texto_final,texto_concatenado,label_id,predicted_label,true_label,confidence
2023,016239,023,11,04,1,hombre,28,8.0,superior no universitaria completa,525105.0,tecnicas de ingeniería electronica,3114,técnicos en electrónica,TECNICO ELECTRICISTA,ARREGLAR REPARAR MAQUINAS DE HEMODIALISIS,3313,reparación y mantenimiento de equipo electrónico y óptico,SERVICIO DE REPARACION DE MAQUINAS DE HEMODIALISIS,2.0,trabajador independiente,,<NA>,tecnico electricista,arreglar reparar maquinas de hemodiálisis,servicio de reparación de maquinas de hemodiálisis,tecnico electricista arreglar reparar maquinas de hemodiálisis servicio de reparación de maquinas de hemodiálisis,"tecnico electricista arreglar reparar maquinas de hemodiálisis servicio de reparación de maquinas de hemodiálisis , edad: 28 años , educación: superior no universitaria completa , desempeño: trabajador independiente",92.0,3113,3114,0.98627985
2021,018371,085,11,05,1,hombre,25,6.0,secundaria completa,,,5213,vendedores en kiosco fijo y puestos de mercado,AYUDANTE DE PELADOR DE POLLO,PELAR POLLO,4781,"venta al por menor de alimentos, bebidas y productos del tabaco en puestos de venta y mercados",VENTA POR MENOR DE POLLO EN MERCADO,3.0,empleado,6.0,empresa o patrono privado,ayudante de pelador de pollo,pelar pollo,venta por menor de pollo en mercado,ayudante de pelador de pollo pelar pollo venta por menor de pollo en mercado,"ayudante de pelador de pollo pelar pollo venta por menor de pollo en mercado , edad: 25 años , educación: secundaria completa , desempeño: empleado",194.0,9629,5213,0.99918395
2022,018798,025,11,04,2,mujer,15,5.0,secundaria incompleta,,,9629,otras ocupaciones elementales,AYUDANTE DE ADMINISTRADOR DE SU NEGOCIO,PREPARAR COMIDA LIMPIAR AGENCIA,7912,actividades de operadores turísticos,SERVICIO DE AGENCIA DE TURISMO,5.0,trabajador familiar no remunerado,,<NA>,ayudante de administrador de su negocio,preparar comida limpiar agencia,servicio de agencia de turismo,ayudante de administrador de su negocio preparar comida limpiar agencia servicio de agencia de turismo,"ayudante de administrador de su negocio preparar comida limpiar agencia servicio de agencia de turismo , edad: 15 años , educación: secundaria incompleta , desempeño: trabajador familiar no remunerado",356.0,9412,9629,0.98596364
2022,019804,155,11,03,1,hombre,26,5.0,secundaria incompleta,,,3434,chefs,MAESTRO DE COCINA,PREPARAR COMIDA DIRIGIR PERSONAL,9321,actividades de parques de atracciones y parques temáticos,SERVICIO DE ESPARCIMIENTO DIVERSION VENTA DE COMIDA EN RECREO TUR?STIC,3.0,empleado,6.0,empresa o patrono privado,maestro de cocina,preparar comida dirigir personal,servicio de esparcimiento diversión venta de comida en recreo tur?stic,maestro de cocina preparar comida dirigir personal servicio de esparcimiento diversión venta de comida en recreo tur?stic,"maestro de cocina preparar comida dirigir personal servicio de esparcimiento diversión venta de comida en recreo tur?stic , edad: 26 años , educación: secundaria incompleta , desempeño: empleado",149.0,5120,3434,0.38346982
2021,019188,121,11,02,1,hombre,37,9.0,superior universitaria incompleta,511026.0,ingeniería de sistemas,3513,técnicos en redes y sistemas de computadoras,DESARROLLADOR DE APLICACIONES WEB MOVIL,CREAR DESARROLAR APLICACIONES PARA CELULAR Y PAGINA WEB,6201,actividades de programación informática,SERVICION DE CREACION DE APLICACION WEB MOVIL PARA EMPRESA PRIVADA,2.0,trabajador independiente,,<NA>,desarrollador de aplicaciones web móvil,crear desarrollar aplicaciones para celular y pagina web,servicio de creación de aplicación web móvil para empresa privada,desarrollador de aplicaciones web móvil crear desarrollar aplicaciones para celular y pagina web servicio de creación de aplicación web móvil para empresa privada,"desarrollador de aplicaciones web móvil crear desarrollar aplicaciones para celular y pagina web servicio de creación de aplicación web móvil para empresa privada , edad: 37 años , educación: superior universitaria incompleta , desempeño: trabajador independiente",153.0,3511,3513,0.33087862
2020,010337,011,11,03,2,mujer,34,11.0,maestria/doctorado,,,2422,especialistas en políticas de administración,ADMINISTRADORA DE ACADEMIA PREUNIVERSITARIA,ADMINISTRAR ACADEMIA LLEVAR CONTABILIDAD  COMPRAR INSUMOS REALIZAR PAG,8549,otros tipos de enseñanza n.c.p.,SERVICIO DE ACADEMIA PRE UNIVERSITARIA,3.0,empleado,6.0,empresa o patrono privado,administradora de academia preuniversitaria,administrar academia llevar contabilidad comprar insumos realizar pag,servicio de academia pre universitaria,administradora de academia preuniversitaria administrar academia llevar contabilidad comprar insumos realizar pag servicio de academia pre universitaria,"administradora de academia preuniversitaria administrar academia llevar contabilidad comprar insumos realizar pag servicio de academia pre universitaria , edad: 34 años , educación: maestría o doctorado , desempeño: empleado",70.0,3314,2422,0.9791104
2024,015671,093,11,01,1,hombre,32,6.0,secundaria completa,,,7312,alfareros y afines (barro arcilla y ladrillo),FABRICANTE DE BLOQUETAS,SUPERVISAR CONTRATAR PERSONAL,2395,"fabricación de artículos de hormigón, cemento y yeso",FABRICACION VENTA DE BLOQUETAS POR MAYOR EN TIENDA,1.0,empleador o patrono,,<NA>,fabricante de bloquetas,supervisar contratar personal,fabricación venta de bloquetas por mayor en tienda,fabricante de bloquetas supervisar contratar personal fabricación venta de bloquetas por mayor en tienda,"fabricante de bloquetas supervisar contratar personal fabricación venta de bloquetas por mayor en tienda , edad: 32 años , educación: secundaria completa , desempeño: empleador o patrono",250.0,7221,7312,0.43061528
2022,017853,138,11,04,2,mujer,26,9.0,superior universitaria incompleta,313016.0,psicologia,9629,otras ocupaciones elementales,COORDINADOR DE MESA,ENCONTRAR A LOS MIEMBROS CAPACITARLO,8411,actividades de la administración pública en general,ONPE,3.0,empleado,2.0,administración pública,coordinador de mesa,encontrar a los miembros capacitarlo,onpe,coordinador de mesa encontrar a los miembros capacitarlo onpe,"coordinador de mesa encontrar a los miembros capacitarlo onpe , edad: 26 años , educación: superior universitaria incompleta , desempeño: empleado",356.0,4110,9629,0.51305664
2022,016865,057,11,01,2,mujer,46,10.0,superior universitaria completa,621016.0,medicina veterinaria,9522,vendedores ambulantes de productos agrícolas no utilizados en la alimentación humana,VENDEDORA DE SEMILLA,VENDER SEMILLA DE FRUTALES HORTALIZAS,4799,"otros tipos de venta al por menor no realizada en almacenes, puestos de venta o mercados",VENTA DE SEMILLA POR MENOR AMBULANTE,2.0,trabajador independiente,,<NA>,vendedora de semilla,vender semilla de frutales hortalizas,venta de semilla por menor ambulante,vendedora de semilla vender semilla de frutales hortalizas venta de semilla por menor ambulante,"vendedora de semilla vender semilla de frutales hortalizas venta de semilla por menor ambulante , edad: 46 años , educación: superior universitaria completa , desempeño: trabajador independiente",337.0,9521,9522,0.9929524
2024,019876,109,11,02,1,hombre,28,9.0,superior universitaria incompleta,594056.0,ingeniería ambiental,5212,vendedores minoristas en tiendas y establecimientos (excepto kioscos y mercados),VENDEDORA DE HUEVOS,ALIMENTAR ANIMALES LIMPIAR CORRAL DAR DE COMER,4721,venta al por menor de alimentos en almacenes especializados,VENTA DE HUEVOS AL POR MENOR A PEDIDO,5.0,trabajador familiar no remunerado,,<NA>,vendedora de huevos,alimentar animales limpiar corral dar de comer,venta de huevos al por menor a pedido,vendedora de huevos alimentar animales limpiar corral dar de comer venta de huevos al por menor a pedido,"vendedora de huevos alimentar animales limpiar corral dar de comer venta de huevos al por menor a pedido , edad: 28 años , educación: superior universitaria incompleta , desempeño: trabajador familiar no remunerado",193.0,9524,5212,0.9705568
2024,018791,017,11,05,1,hombre,18,6.0,secundaria completa,,,4212,empleados de ventas de apuestas y de salas de juego,PERSONAL DE ATENCION DE CLIENTE,ATENDER CLIENTE,9200,actividades de juego y apuestas,SERVICIO DE JUEGOS DE CASINO EN CASINO,3.0,empleado,6.0,empresa o patrono privado,personal de atención de cliente,atender cliente,servicio de juegos de casino en casino,personal de atención de cliente atender cliente servicio de juegos de casino en casino,"personal de atención de cliente atender cliente servicio de juegos de casino en casino , edad: 18 años , educación: secundaria completa , desempeño: empleado",163.0,9629,4212,0.9352797
2024,017963,092,11,01,1,hombre,64,6.0,secundaria completa,,,9622,"porteros, guardianes y afines",PERSONAL DE SEGURIDAD,DAR SEGURIDAD AL ESTABLECIMIENTO,4730,venta al por menor de combustible para vehículos automotores en almacenes especializados,VENTA DE GASOLINA POR MENOR EN GRIFO,3.0,empleado,6.0,empresa o patrono privado,personal de seguridad,dar seguridad al establecimiento,venta de gasolina por menor en grifo,personal de seguridad dar seguridad al establecimiento venta de gasolina por menor en grifo,"personal de seguridad dar seguridad al establecimiento venta de gasolina por menor en grifo , edad: 64 años , educación: secundaria completa , desempeño: empleado",353.0,5414,9622,0.9775239
2021,018781,089,11,02,2,mujer,68,3.0,primaria incompleta,,,8159,otros operadores de máquinas para fabricar productos textiles y artículos de piel y cuero,CONFECCIONAR ABANICOS,CONFECCIONAR ABANICO DE CHAMBIRA,3290,otras industrias manufactureras n.c.p.,CONFECCIONAR VENTA DE ABANICO AMBULATORIA,2.0,trabajador independiente,,<NA>,confeccionar abanicos,confeccionar abanico de chambra,confeccionar venta de abanico ambulatoria,confeccionar abanicos confeccionar abanico de chambra confeccionar venta de abanico ambulatoria,"confeccionar abanicos confeccionar abanico de chambra confeccionar venta de abanico ambulatoria , edad: 68 años , educación: primaria incompleta , desempeño: trabajador independiente",297.0,7399,8159,0.7704949
2023,019946,043,11,02,1,hombre,41,6.0,secundaria completa,,,9111,limpiadores y asistentes domésticos,JARDINERO,LIMPIAR PASTO PODAR CORTAR PLANTAS REGAR LIMPIAR VIDRIOS VENTANAS PARE,9700,actividades de los hogares en calidad de empleadores de personal doméstico,VIVIENDA PARTICULAR,6.0,trabajador del hogar,,<NA>,jardinero,limpiar pasto podar cortar plantas regar limpiar vidrios ventanas pare,vivienda particular,jardinero limpiar pasto podar cortar plantas regar limpiar vidrios ventanas pare vivienda particular,"jardinero limpiar pasto podar cortar plantas regar limpiar vidrios ventanas pare vivienda particular , edad: 41 años , educación: secundaria completa , desempeño: trabajador del hogar",313.0,9629,9111,0.64349306
2022,015425,110,11,01,1,hombre,53,11.0,maestria/doctorado,112016.0,educación primaria,2351,especialistas en métodos pedagógicos,ESPECIALISTA INTEGRAL,BRINDAR ASISTENCIA TECNICA Y CAPACITACION A ACOMPAÑANTES TECNICOS,8412,"regulación de las act de organis que prestan serv salud, educ, cultur y otros serv sociales,excepto serv de segur social",MINISTERIO DE DESARROLLO E INCLUSIÓN SOCIAL,3.0,empleado,2.0,administración pública,especialista integral,brindar asistencia tecnica y capacitación a acompañantes técnicos,ministerio de desarrollo e inclusión social,especialista integral brindar asistencia tecnica y capacitación a acompañantes técnicos ministerio de desarrollo e inclusión social,"especialista integral brindar asistencia tecnica y capacitación a acompañantes técnicos ministerio de desarrollo e inclusión social , edad: 53 años , educación: maestría o doctorado , desempeño: empleado",63.0,4110,2351,0.93644994
2021,018176,133,11,04,1,hombre,32,10.0,superior universitaria completa,224106.0,producción musical,2311,profesores de universidades,MAESTRO DE MÚSICA,ENSEÑAR CLASES DE MUSICA,8530,enseñanza superior,SERVICIO DE ENSEÑANZA DE MUSICA EN INSTITUTO TOLLOUSSE,3.0,empleado,6.0,empresa o patrono privado,maestro de música,enseñar clases de musica,servicio de enseñanza de musica en instituto tollousse,maestro de música enseñar clases de musica servicio de enseñanza de musica en instituto tollousse,"maestro de música enseñar clases de musica servicio de enseñanza de musica en instituto tollousse , edad: 32 años , educación: superior universitaria completa , desempeño: empleado",57.0,2359,2311,0.93975276
2021,015590,005,11,01,1,hombre,28,6.0,secundaria completa,,,7399,"otros artesanos y trabajadores en la elaboración de productos de madera, papel, textiles cuero y piel",FABRICADOR DE ESCOBILLAS DE LAVAR ROPA DE CALZADO,CORTAR LIMAR MADERA PEGAR,3290,otras industrias manufactureras n.c.p.,FABRICACION VENTA ESCOBILLAS DE LAVAR ROPA DE MADERA DENTRO DE LAS HAB,2.0,trabajador independiente,,<NA>,fabricador de escobillas de lavar ropa de calzado,cortar limar madera pegar,fabricación venta escobillas de lavar ropa de madera dentro de las hab,fabricador de escobillas de lavar ropa de calzado cortar limar madera pegar fabricación venta escobillas de lavar ropa de madera dentro de las hab,"fabricador de escobillas de lavar ropa de calzado cortar limar madera pegar fabricación venta escobillas de lavar ropa de madera dentro de las hab , edad: 28 años , educación: secundaria completa , desempeño: trabajador independiente",269.0,7362,7399,0.318826
2021,017800,147,11,01,2,mujer,58,8.0,superior no universitaria completa,342025.0,contabilidad,2411,contadores,CONTADOR,HACER PLANILLAS HACER BALANCE,4630,"venta al por mayor de alimentos, bebidas y tabaco",VENTA AL POR MAYOR DE LICORES EN LOCAL,1.0,empleador o patrono,,<NA>,contador,hacer planillas hacer balance,venta al por mayor de licores en local,contador hacer planillas hacer balance venta al por mayor de licores en local,"contador hacer planillas hacer balance venta al por mayor de licores en local , edad: 58 años , educación: superior no universitaria completa , desempeño: empleador o patrono",67.0,3313,2411,0.94685
2024,016864,090,11,01,2,mujer,34,9.0,superior universitaria incompleta,313016.0,psicologia,9629,otras ocupaciones elementales,ANALISTA DE INVENTARIOS,HACER INVENTARIO DE STOCK DE MEDICVAMENTOS EN BOTICAS,9609,otras actividades de servicios  personales n.c.p.,SERVICIO DE INVENTARIOS DE MEDICAMENTOS EN BOTICAS Y FARMACIAS,2.0,trabajador independiente,,<NA>,analista de inventarios,hacer inventario de stock de medicvamentos en botica,servicio de inventarios de medicamentos en botica y farmacias,analista de inventarios hacer inventario de stock de medicvamentos en botica servicio de inventarios de medicamentos en botica y farmacias,"analista de inventarios hacer inventario de stock de medicvamentos en botica servicio de inventarios de medicamentos en botica y farmacias , edad: 34 años , educación: superior universitaria incompleta , desempeño: trabajador independiente",356.0,4321,9629,0.7031257
